"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"393",0.84,"1",4,"261",5,0,1,0,"comercial","baixo"
"394",0.11,"0.93",6,"282",4,0,1,0,"comercial","baixo"
"395",0.42,"0.56",2,"133",3,0,1,0,"comercial","baixo"
"396",NA,"0.46",2,"128",3,0,1,0,"comercial","baixo"
"397",0.46,"0.57",2,"139",3,0,1,0,"comercial","baixo"
"398",0.09,"0.79",6,"293",5,0,1,0,"comercial","baixo"
"399",NA,"0.83",4,"265",6,0,1,0,"comercial","baixo"
"400",0.1,"0.87",6,"250",4,0,1,0,"comercial","baixo"
"401",0.91,"1",5,"251",6,0,1,0,"comercial","baixo"
"402",0.76,"0.92",4,"246",5,0,1,0,"comercial","baixo"
"403",0.74,"1",5,"275",NA,0,1,0,"comercial","baixo"
"404",0.92,"0.93",5,"240",5,0,1,0,"comercial","baixo"
"405",0.76,"0.87",5,"245",5,0,1,0,"comercial","baixo"
"406",0.47,"0.5",4,"254",4,0,1,0,"comercial","baixo"
"407",0.73,"0.99",5,"241",5,0,1,0,"comercial","baixo"
"408",0.09,"0.94",6,"257",NA,0,1,0,"comercial","baixo"
"409",0.91,"0.92",4,"246",NA,0,1,0,"comercial","baixo"
"410",0.82,"0.98",4,"233",5,0,1,0,"comercial","baixo"
"411",0.28,"0.45",6,"218",4,0,1,0,"contabilidade","baixo"
"412",0.84,"0.99",4,"262",6,0,1,0,"contabilidade","mediano"
"413",0.45,"0.53",2,"138",3,0,1,0,"contabilidade","mediano"
"414",0.45,"0.54",2,"142",3,0,1,0,"RH","mediano"
"415",0.91,"0.97",5," ",5,0,1,0,"RH","mediano"
"416",0.42,"0.48",2,"155",3,0,1,0,"RH","mediano"
"417",0.82,"1",4,"229",6,0,1,0,"RH","mediano"
"418",0.11,"0.9",6,"264",4,0,1,0,"area tecnica","mediano"
"419",0.42,"0.53",3,"199",4,0,1,0,"area tecnica","mediano"
"420",NA,"0.85",4,"223",5,0,1,0,"area tecnica","mediano"
"421",0.09,"0.96",6,"268",NA,0,1,0,"area tecnica","mediano"
"422",0.1,"0.94",6,"287",4,0,1,0,"area tecnica","mediano"
"423",0.86,"1",5,"257",5,0,1,0,"area tecnica","mediano"
"424",0.4,"0.46",2,"143",3,0,1,0,"area tecnica","alto"
"425",0.45,"0.46",2,"130",3,0,1,0,"area tecnica","baixo"
"426",0.42,"0.51",2,"136",3,0,1,0,"area tecnica","mediano"
"427",0.74,"0.92",4,"261",5,0,1,0,"area tecnica","mediano"
"428",NA,"0.6",3,"180",4,0,1,0,"area tecnica","mediano"
"429",0.37,"0.45",2,"126",NA,0,1,0,"suporte","mediano"
"430",0.41,"0.52",2,"127",3,1,1,0,"suporte","baixo"
"431",0.89,"0.65",5,"195",NA,0,1,0,"suporte","baixo"
"432",0.41,"0.57",2," ",3,0,1,0,"suporte","baixo"
"433",0.44,"0.51",2,"150",3,0,1,0,"suporte","baixo"
"434",0.87,"0.84",4,"264",6,0,1,0,"suporte","baixo"
"435",0.1,"0.84",6,"309",4,0,1,0,"suporte","baixo"
"436",0.41,"0.47",2,"135",3,0,1,0,"suporte","baixo"
"437",0.11,"0.85",6,"261",4,0,1,0,"suporte","baixo"
"438",0.43,"0.53",2,"160",NA,0,1,0,"suporte","baixo"
"439",0.77,"0.9",4," ",5,0,1,0,"suporte","baixo"
"440",0.41,"0.52",2,"136",3,0,1,0,"area tecnica","baixo"
"441",0.41,"0.48",2,"139",3,0,1,0,"area tecnica","baixo"
"442",0.36,"0.78",2,"151",4,0,1,0,"area tecnica","baixo"
"443",0.77,"1",5,"229",5,0,1,0,"gerencia","baixo"
"444",0.81,"0.98",5,"245",5,0,1,0,"TI","baixo"
"445",0.39,"0.54",2,"127",3,0,1,0,"TI","baixo"
"446",0.09,"0.94",6,"283",5,0,1,0,"TI","baixo"
"447",0.44,"0.46",2,"143",3,0,1,0,"TI","baixo"
"448",0.1,"0.84",5,"298",4,0,1,0,"TI","baixo"
"449",0.36,"0.48",2,"159",3,0,1,0,"produtos","baixo"
"450",0.81,"0.92",5,"239",5,0,1,0,"produtos","baixo"
"451",0.81,"0.9",4,"226",5,0,1,0,"produtos","mediano"
"452",0.85,"0.98",5,"248",5,0,1,0,"produtos","mediano"
"453",0.1,"0.87",6,"286",4,0,1,0,"TI","mediano"
"454",0.37,"0.54",2,"145",3,0,1,0,"P&D","mediano"
"455",0.09,"0.97",7,"254",4,1,1,0,"P&D","mediano"
"456",0.44,"0.53",2,"127",3,0,1,0,"P&D","mediano"
"457",0.86,"0.93",5,"223",5,0,1,0,"P&D","mediano"
"458",0.77,"1",4,"255",5,0,1,0,"P&D","mediano"
"459",0.41,"0.48",2,"136",3,0,1,0,"marketing","mediano"
"460",0.4,"0.48",2,"137",3,0,1,0,"comercial","mediano"
"461",0.43,"0.49",2,"135",3,0,1,0,"contabilidade","mediano"
"462",0.43,"0.5",2,"137",3,0,1,0,"suporte","mediano"
"463",0.8,"0.53",3," ",5,0,1,0,"area tecnica","alto"
"464",0.8,"0.85",4,"273",5,0,1,0,"gerencia","baixo"
"465",0.82,"0.98",5," ",5,0,1,0,"marketing","mediano"
"466",0.37,"0.54",2,"152",3,0,1,0,"marketing","mediano"
"467",0.37,"0.48",2,"134",3,0,1,0,"marketing","mediano"
"468",0.09,"0.95",6,"292",4,0,1,0,"comercial","mediano"
"469",0.9,"0.92",5,"245",5,0,1,0,"comercial","baixo"
"470",0.41,"0.52",2,"159",3,0,1,0,"comercial","baixo"
"471",0.1,"0.85",6,"260",4,0,1,0,"comercial","baixo"
"472",NA,"0.53",2,"149",3,0,1,0,"comercial","baixo"
"473",0.89,"0.85",5,"266",5,0,1,0,"comercial","baixo"
"474",0.42,"0.56",2,"149",3,0,1,0,"comercial","baixo"
"475",0.87,"1",5,"242",5,0,1,0,"comercial","baixo"
"476",0.45,"0.57",2,"134",3,0,1,0,"comercial","baixo"
"477",0.11,"0.87",5,"271",4,0,1,0,"comercial","baixo"
"478",0.09,"0.79",6,"275",4,0,1,0,"comercial","baixo"
"479",0.76,"0.83",5,"227",5,0,1,0,"comercial","baixo"
"480",0.11,"0.96",7,"277",5,0,1,0,"comercial","baixo"
"481",0.37,"0.49",2,"151",3,0,1,0,"comercial","baixo"
"482",0.1,"0.79",6,"274",4,0,1,0,"comercial","baixo"
"483",0.77,"0.87",4,"242",6,0,1,0,"comercial","baixo"
"484",0.42,"0.54",2," ",3,1,1,0,"comercial","baixo"
"485",0.38,"0.52",2,"145",3,0,1,0,"comercial","baixo"
"486",0.32,"0.95",5,"172",2,0,1,0,"comercial","baixo"
"487",0.38,"0.49",2,"135",3,0,1,0,"contabilidade","baixo"
"488",0.19,"1",4,"192",4,0,1,0,"contabilidade","baixo"
"489",0.1,"0.83",7,"276",4,0,1,0,"contabilidade","baixo"
"490",0.76,"0.88",4,"206",4,0,1,0,"RH","mediano"
"491",0.53,"0.56",4,"281",6,0,1,0,"RH","mediano"
"492",0.39,"0.51",2,"151",3,0,1,0,"RH","mediano"
"493",0.11,"0.83",6,"244",4,0,1,0,"RH","mediano"
"494",0.1,"0.94",6,"309",4,0,1,0,"area tecnica","mediano"
"495",0.84,"1",5,"218",5,0,1,0,"area tecnica","mediano"
"496",0.82,"0.99",4,"263",6,0,1,0,"area tecnica","mediano"
"497",0.1,"0.82",6,"244",4,0,1,0,"area tecnica","mediano"
"498",0.59,"0.49",7,"263",4,0,1,0,"area tecnica","mediano"
"499",0.44,"0.48",2,"143",3,0,1,0,"area tecnica","mediano"
"500",0.89,"0.95",2,"181",5,0,1,0,"area tecnica","mediano"
"501",0.91,"0.84",5,"265",5,0,1,0,"area tecnica","mediano"
"502",0.66,"0.57",5,"161",5,0,1,0,"area tecnica","alto"
"503",0.11,"0.87",7,"282",5,0,1,0,"area tecnica","baixo"
"504",0.43,"0.51",2,"155",3,0,1,0,"area tecnica","mediano"
"505",0.78,"0.83",4,"217",6,0,1,0,"suporte","mediano"
"506",0.11,"0.97",6,"289",5,0,1,0,"suporte","mediano"
"507",0.83,"0.98",4,"259",5,0,1,0,"suporte","mediano"
"508",0.39,"0.54",2,"158",3,0,1,0,"suporte","baixo"
"509",0.38,"0.55",2,"158",3,0,1,0,"suporte","baixo"
"510",0.37,"0.57",2,"155",3,0,1,0,"suporte","baixo"
"511",0.44,"0.48",2,"146",3,0,1,0,"suporte","baixo"
"512",0.53,"0.85",2,"164",5,0,1,0,"suporte","baixo"
"513",0.09,"0.96",6,"259",4,0,1,0,"suporte","baixo"
"514",0.11,"0.89",6,"293",4,0,1,0,"suporte","baixo"
"515",0.83,"0.96",5,"275",5,0,1,0,"suporte","baixo"
"516",0.88,"1",5,"219",6,1,1,0,"area tecnica","baixo"
"517",0.1,"0.89",6,"247",4,0,1,0,"area tecnica","baixo"
"518",0.09,"0.86",7,"309",4,0,1,0,"area tecnica","baixo"
"519",0.44,"0.54",2,"151",3,0,1,0,"gerencia","baixo"
"520",0.39,"0.51",2,"129",3,0,1,0,"TI","baixo"
"521",0.87,"0.94",4,"274",5,0,1,0,"TI","baixo"
"522",0.74,"0.99",4,"233",5,0,1,0,"TI","baixo"
"523",0.1,"0.95",7,"289",NA,0,1,0,"TI","baixo"
"524",0.74,"0.82",4,"239",6,0,1,0,"TI","baixo"
"525",0.75,"0.99",5,"221",5,0,1,0,"produtos","baixo"
"526",0.41,"0.56",2,"150",3,0,1,0,"produtos","baixo"
"527",0.41,"0.45",2,"144",3,1,1,0,"produtos","baixo"
"528",0.09,"0.9",7,"289",4,0,1,0,"produtos","baixo"
"529",0.09,"0.8",6,"301",5,0,1,0,"TI","mediano"
"530",NA,"0.57",2,"145",3,0,1,0,"contabilidade","mediano"
"531",0.4,"0.56",2," ",3,0,1,0,"contabilidade","mediano"
"532",0.37,"0.54",2,"131",3,1,1,0,"RH","mediano"
"533",0.1,"0.84",6,"246",4,0,1,0,"RH","mediano"
"534",NA,"0.51",2,"136",3,0,1,0,"RH","mediano"
"535",0.75,"0.85",5,"240",6,1,1,0,"marketing","mediano"
"536",0.37,"0.56",2," ",3,0,1,0,"comercial","mediano"
"537",0.11,"0.85",6,"305",4,0,1,0,"contabilidade","mediano"
"538",0.45,"0.45",2,"154",3,1,1,0,"suporte","mediano"
"539",0.87,"1",5,"261",5,1,1,0,"area tecnica","mediano"
"540",0.11,"0.94",7,"244",4,0,1,0,"gerencia","mediano"
"541",0.45,"0.54",2,"129",3,0,1,0,"marketing","alto"
"542",0.81,"0.87",4,"254",5,0,1,0,"marketing","baixo"
"543",0.77,"0.91",5,"236",5,0,1,0,"marketing","mediano"
"544",0.89,"0.92",5,"237",5,0,1,0,"comercial","mediano"
"545",0.43,"0.49",2,"135",3,0,1,0,"comercial","mediano"
"546",0.78,"1",5,"236",5,0,1,0,"comercial","mediano"
"547",0.37,"0.47",2,"149",3,0,1,0,"comercial","baixo"
"548",0.37,"0.5",2,"141",3,0,1,0,"comercial","baixo"
"549",0.85,"0.82",4,"270",5,0,1,0,"comercial","baixo"
"550",0.41,"0.47",2,"138",3,0,1,0,"comercial","baixo"
"551",0.11,"0.96",6,"298",4,0,1,0,"comercial","baixo"
"552",0.75,"0.99",5,"254",5,0,1,0,"comercial","baixo"
"553",0.82,"0.85",5,"248",5,0,1,0,"comercial","baixo"
"554",0.79,"1",5,"257",6,0,1,0,"comercial","baixo"
"555",0.43,"0.53",2,"150",3,0,1,0,"comercial","baixo"
"556",0.1,"0.9",7,"281",4,0,1,0,"comercial","baixo"
"557",0.46,"0.48",2,"141",3,1,1,0,"comercial","baixo"
"558",0.43,"0.57",2,"157",3,0,1,0,"comercial","baixo"
"559",0.43,"0.55",2,"136",3,0,1,0,"comercial","baixo"
"560",0.11,"0.8",7,"296",4,0,1,0,"comercial","baixo"
"561",0.09,"0.86",6,"279",4,0,1,0,"comercial","baixo"
"562",0.37,"0.53",2," ",3,0,1,0,"comercial","baixo"
"563",0.4,"0.57",2,"160",3,0,1,0,"contabilidade","baixo"
"564",NA,"0.77",7,"291",4,0,1,0,"contabilidade","baixo"
"565",0.41,"0.53",2,"157",3,0,1,0,"contabilidade","baixo"
"566",0.79,"0.58",3,"294",4,0,1,0,"RH","baixo"
"567",0.11,"0.79",7,"310",4,0,1,0,"RH","baixo"
"568",0.1,"0.97",6,"282",4,0,1,0,"RH","mediano"
"569",0.44,"0.51",2,"134",3,0,1,0,"RH","mediano"
"570",0.25,"0.46",4,"214",4,0,1,0,"area tecnica","mediano"
"571",0.44,"0.52",2,"137",3,0,1,0,"area tecnica","mediano"
"572",0.73,"1",4,"252",5,0,1,0,"area tecnica","mediano"
"573",0.75,"0.97",5,"243",6,0,1,0,"area tecnica","mediano"
"574",0.36,"0.47",2,"148",3,0,1,0,"area tecnica","mediano"
"575",0.37,"0.49",2,"151",3,0,1,0,"area tecnica","mediano"
"576",0.39,"0.49",2,"129",3,0,1,0,"area tecnica","mediano"
"577",0.48,"0.78",2,"198",NA,0,1,0,"area tecnica","mediano"
"578",0.57,"0.72",4,"275",6,0,1,0,"area tecnica","mediano"
"579",NA,"0.96",5,"243",5,0,1,0,"area tecnica","mediano"
"580",NA,"0.55",2,"159",3,0,1,0,"area tecnica","alto"
"581",0.44,"0.51",2,"145",NA,0,1,0,"suporte","baixo"
"582",0.81,"0.88",5,"242",5,0,1,0,"suporte","mediano"
"583",0.74,"0.87",5,"242",5,0,1,0,"suporte","mediano"
"584",0.44,"0.56",2,"145",3,0,1,0,"suporte","mediano"
"585",0.41,"0.56",2,"154",3,0,1,1,"suporte","mediano"
"586",0.4,"0.51",2,"139",3,0,1,0,"suporte","baixo"
"587",0.46,"0.57",2,"152",3,0,1,0,"suporte","baixo"
"588",0.8,"0.83",2,"211",3,0,1,0,"suporte","baixo"
"589",0.87,"0.9",5,"258",5,0,1,0,"suporte","baixo"
"590",0.39,"0.54",2,"155",3,0,1,0,"suporte","baixo"
"591",0.38,"0.55",2,"148",3,0,1,0,"suporte","baixo"
"592",0.66,"0.67",2,"255",3,0,1,0,"area tecnica","baixo"
"593",0.1,"0.8",6,"264",4,0,1,0,"area tecnica","baixo"
"594",0.37,"0.54",2,"132",3,0,1,0,"area tecnica","baixo"
"595",0.1,"0.77",6,"255",4,0,1,0,"gerencia","baixo"
"596",0.09,"0.87",5,"263",4,0,1,0,"TI","baixo"
"597",0.86,"0.84",5,"222",5,0,1,0,"TI","baixo"
"598",0.11,"0.9",6,"263",NA,0,1,0,"TI","baixo"
"599",0.37,"0.46",2,"157",3,0,1,0,"TI","baixo"
"600",0.11,"0.92",7,"307",4,0,1,0,"TI","baixo"
"601",0.77,"0.98",5,"259",6,0,1,0,"produtos","baixo"
"602",0.84,"0.94",5,"222",6,0,1,0,"produtos","baixo"
"603",0.1,"0.84",7,"250",4,0,1,0,"produtos","baixo"
"604",0.83,"0.9",5,"245",5,0,1,0,"produtos","baixo"
"605",0.11,"0.79",6,"292",4,0,1,0,"TI","baixo"
"606",0.86,"0.92",5,"252",5,0,1,0,"P&D","baixo"
"607",0.38,"0.56",2,"161",NA,0,1,0,"P&D","mediano"
"608",NA,"0.88",5,"250",4,0,1,0,"P&D","mediano"
"609",0.45,"0.49",2,"134",3,0,1,0,"P&D","mediano"
"610",0.1,"0.85",7,"279",4,0,1,0,"P&D","mediano"
"611",0.09,"0.95",7,"256",4,0,1,0,"marketing","mediano"
"612",0.39,"0.53",2,"127",3,0,1,0,"comercial","mediano"
"613",0.37,"0.47",2,"138",3,1,1,0,"contabilidade","mediano"
"614",0.81,"0.97",5,"243",5,0,1,0,"suporte","mediano"
"615",0.09,"0.9",7,"296",NA,0,1,0,"area tecnica","mediano"
"616",0.1,"0.88",7,"267",4,0,1,0,"gerencia","mediano"
"617",NA,"0.49",2,"144",3,0,1,0,"marketing","mediano"
"618",NA,"0.95",4,"251",5,0,1,0,"marketing","mediano"
"619",0.45,"0.57",2,"148",3,0,1,0,"marketing","alto"
"620",0.43,"0.51",2,"141",3,0,1,0,"comercial","baixo"
"621",0.8,"0.75",3,"268",2,0,1,0,"comercial","mediano"
"622",0.1,"0.86",6," ",NA,0,1,0,"comercial","mediano"
"623",0.1,"0.55",2,"247",4,0,1,0,"comercial","mediano"
"624",0.36,"0.52",2,"146",3,0,1,0,"comercial","mediano"
"625",0.38,"0.5",2,"140",3,0,1,0,"comercial","baixo"
"626",0.78,"0.98",5,"263",6,0,1,0,"comercial","baixo"
"627",0.44,"0.49",2,"145",3,0,1,0,"comercial","baixo"
"628",0.41,"0.46",2,"156",3,1,1,0,"comercial","baixo"
"629",0.72,"0.85",5,"244",NA,0,1,0,"comercial","baixo"
"630",0.46,"0.54",2,"144",NA,0,1,0,"comercial","baixo"
"631",0.1,"0.9",7,"286",4,0,1,0,"comercial","baixo"
"632",0.34,"0.67",4,"141",2,0,1,0,"comercial","baixo"
"633",NA,"0.89",6,"260",5,0,1,0,"comercial","baixo"
"634",0.38,"0.56",2,"154",3,0,1,0,"comercial","baixo"
"635",0.82,"0.92",5,"225",NA,0,1,0,"comercial","baixo"
"636",0.39,"0.57",2,"127",NA,0,1,0,"comercial","baixo"
"637",0.44,"0.53",2,"140",NA,0,1,0,"comercial","baixo"
"638",0.43,"0.52",2,"147",3,0,1,0,"comercial","baixo"
"639",0.84,"0.83",4,"227",5,0,1,0,"contabilidade","baixo"
"640",0.43,"0.48",2,"153",3,0,1,0,"contabilidade","baixo"
"641",0.37,"0.52",2,"128",3,0,1,0,"contabilidade","baixo"
"642",0.74,"0.97",4,"228",5,0,1,0,"RH","baixo"
"643",0.73,"0.97",5,"235",5,0,1,0,"RH","baixo"
"644",0.37,"0.47",2," ",3,0,1,0,"RH","baixo"
"645",0.58,"0.62",4,"238",NA,0,1,0,"RH","baixo"
"646",0.4,"0.54",2,"141",3,0,1,0,"area tecnica","mediano"
"647",0.51,"0.83",5,"249",4,0,1,0,"area tecnica","mediano"
"648",0.46,"0.5",2,"151",3,0,1,0,"area tecnica","mediano"
"649",0.45,"0.54",2,"129",3,0,1,0,"area tecnica","mediano"
"650",0.46,"0.5",2,"156",3,0,1,0,"area tecnica","mediano"
"651",0.39,"0.45",2,"134",3,0,1,0,"area tecnica","mediano"
"652",0.09,"0.88",6,"269",4,0,1,0,"area tecnica","mediano"
"653",0.09,"0.77",6,"290",4,0,1,0,"area tecnica","mediano"
"654",0.37,"0.51",2,"132",3,0,1,0,"area tecnica","mediano"
"655",NA,"0.89",7,"308",4,0,1,0,"area tecnica","mediano"
"656",0.77,"1",4,"232",5,0,1,0,"area tecnica","mediano"
"657",0.79,"0.86",5,"235",5,0,1,0,"suporte","mediano"
"658",0.43,"0.55",2,"130",3,0,1,0,"suporte","alto"
"659",0.38,"0.53",2,"146",3,0,1,0,"suporte","baixo"
"660",0.77,"0.91",5,"221",6,0,1,0,"suporte","mediano"
"661",0.44,"0.5",2," ",3,0,1,0,"suporte","mediano"
"662",0.39,"0.46",2," ",3,0,1,0,"suporte","mediano"
"663",0.78,"0.89",5,"274",6,0,1,0,"suporte","mediano"
"664",0.1,"0.79",6,"256",5,0,1,0,"suporte","baixo"
"665",0.1,"0.77",5,"276",4,0,1,0,"suporte","baixo"
"666",0.75,"0.85",5,"267",5,0,1,0,"suporte","baixo"
"667",0.46,"0.62",6,"213",3,0,1,0,"suporte","baixo"
"668",0.91,"0.97",4,"274",6,0,1,0,"area tecnica","baixo"
"669",0.1,"0.92",6,"258",4,0,1,0,"area tecnica","baixo"
"670",0.72,"0.6",3,"153",5,0,1,0,"area tecnica","baixo"
"671",0.11,"0.95",6,"245",4,0,1,0,"gerencia","baixo"
"672",0.11,"0.94",6,"264",4,0,1,0,"TI","baixo"
"673",0.46,"0.57",2,"154",3,0,1,0,"TI","baixo"
"674",0.37,"0.46",2,"149",3,0,1,0,"TI","baixo"
"675",0.46,"0.5",2,"157",3,0,1,0,"TI","baixo"
"676",0.43,"0.57",2,"127",3,0,1,0,"TI","baixo"
"677",0.11,"0.82",6,"270",4,0,1,0,"produtos","baixo"
"678",0.73,"0.89",5,"236",NA,0,1,0,"produtos","baixo"
"679",0.43,"0.47",2,"158",3,0,1,0,"produtos","baixo"
"680",0.86,"1",5,"229",5,0,1,0,"produtos","baixo"
"681",0.1,"0.83",6,"269",4,0,1,0,"TI","baixo"
"682",0.4,"0.49",2,"128",3,0,1,0,"comercial","baixo"
"683",0.11,"0.87",7,"278",4,0,1,0,"comercial","baixo"
"684",0.86,"0.98",3,"158",NA,0,1,0,"comercial","baixo"
"685",0.42,"1",3,"202",3,0,1,0,"comercial","mediano"
"686",0.79,"0.84",4,"240",5,0,1,0,"comercial","mediano"
"687",0.1,"0.96",7,"255",4,0,1,0,"marketing","mediano"
"688",0.09,"0.92",7,"254",4,0,1,0,"comercial","mediano"
"689",0.09,"0.82",6,"257",4,0,1,0,"contabilidade","mediano"
"690",0.87,"1",4,"228",5,0,1,0,"suporte","mediano"
"691",0.36,"0.49",2,"145",3,0,1,0,"area tecnica","mediano"
"692",NA,"0.75",3,"218",4,0,1,0,"gerencia","mediano"
"693",0.84,"0.86",5,"268",5,0,1,0,"marketing","mediano"
"694",0.1,"0.83",6,"278",4,0,1,0,"marketing","mediano"
"695",0.78,"0.71",3,"249",5,0,1,0,"marketing","mediano"
"696",0.35,"0.99",3," ",4,0,1,0,"comercial","mediano"
"697",0.1,"0.81",7,"291",4,0,1,0,"comercial","alto"
"698",NA,"0.8",6,"306",4,0,1,0,"comercial","baixo"
"699",0.43,"0.48",2,"135",3,0,1,0,"comercial","mediano"
"700",0.38,"0.45",2,"156",3,0,1,0,"comercial","mediano"
"701",0.46,"0.54",2,"143",3,0,1,0,"comercial","mediano"
"702",0.89,"0.82",4,"243",5,0,1,0,"comercial","mediano"
"703",0.45,"0.5",2,"147",3,0,1,0,"comercial","baixo"
"704",NA,"0.53",2,"159",3,0,1,0,"comercial","baixo"
"705",0.74,"0.54",5,"216",3,0,1,0,"comercial","baixo"
"706",0.45,"0.54",2,"152",3,0,1,0,"comercial","baixo"
"707",0.79,"0.93",4,"226",5,0,1,0,"comercial","baixo"
"708",0.79,"0.91",5,"271",5,0,1,0,"comercial","baixo"
"709",0.11,"0.87",6,"255",4,0,1,0,"comercial","baixo"
"710",0.42,"0.48",2,"140",3,0,1,0,"comercial","baixo"
"711",0.64,"0.9",6,"252",2,0,1,0,"comercial","baixo"
"712",0.4,"0.55",2,"159",3,0,1,0,"comercial","baixo"
"713",0.84,"0.98",5,"270",5,0,1,0,"comercial","baixo"
"714",0.73,"0.92",5,"232",NA,0,1,0,"comercial","baixo"
"715",0.4,"0.51",2,"144",3,0,1,0,"contabilidade","baixo"
"716",0.36,"0.45",2,"127",3,0,1,0,"contabilidade","baixo"
"717",0.43,"0.47",2,"131",3,0,1,0,"contabilidade","baixo"
"718",0.11,"0.78",6,"243",4,0,1,0,"RH","baixo"
"719",0.91,"1",5,"244",6,0,1,0,"RH","baixo"
"720",0.8,"1",5,"260",5,0,1,0,"RH","baixo"
"721",0.42,"0.49",2,"139",3,0,1,0,"RH","baixo"
"722",0.31,"0.87",4,"184",3,0,1,0,"area tecnica","baixo"
"723",0.44,"0.47",2,"130",3,0,1,0,"area tecnica","baixo"
"724",0.38,"0.54",2,"135",3,0,1,0,"area tecnica","mediano"
"725",0.45,"0.56",2,"146",3,0,1,0,"area tecnica","mediano"
"726",0.43,"0.46",2,"149",3,0,1,0,"area tecnica","mediano"
"727",NA,"0.46",2,"153",3,1,1,0,"area tecnica","mediano"
"728",0.43,"0.57",2,"160",3,0,1,0,"area tecnica","mediano"
"729",0.43,"0.49",2,"160",3,0,1,0,"area tecnica","mediano"
"730",0.09,"0.83",6,"282",4,0,1,0,"area tecnica","mediano"
"731",0.43,"0.47",2,"128",3,0,1,0,"area tecnica","mediano"
"732",0.79,"0.94",4,"232",5,0,1,0,"area tecnica","mediano"
"733",0.85,"0.58",3,"226",2,0,1,0,"suporte","mediano"
"734",0.38,"0.45",2,"129",3,0,1,0,"suporte","mediano"
"735",0.11,"0.92",7,"255",4,0,1,0,"suporte","mediano"
"736",NA,"0.99",5,"258",5,0,1,0,"suporte","alto"
"737",0.81,"0.91",4,"229",5,0,1,0,"suporte","baixo"
"738",0.42,"0.56",2," ",3,0,1,0,"suporte","mediano"
"739",0.11,"0.87",6,"257",4,0,1,0,"suporte","mediano"
"740",0.11,"0.85",7,"275",4,0,1,0,"suporte","mediano"
"741",0.1,"0.89",7,"291",4,0,1,0,"suporte","mediano"
"742",0.5,"0.54",5,"153",4,0,1,0,"suporte","baixo"
"743",0.44,"0.49",2,"154",3,0,1,0,"suporte","baixo"
"744",0.11,"0.9",6,"301",4,0,1,0,"area tecnica","baixo"
"745",0.39,"0.52",2,"134",3,0,1,0,"area tecnica","baixo"
"746",0.11,"0.78",6," ",4,0,1,0,"area tecnica","baixo"
"747",0.36,"0.5",2,"132",3,0,1,0,"gerencia","baixo"
"748",0.43,"0.51",2,"130",3,0,1,0,"TI","baixo"
"749",0.4,"0.5",2,"127",3,0,1,0,"TI","baixo"
"750",0.86,"0.84",4,"246",6,0,1,0,"TI","baixo"
"751",0.38,"0.49",2,"145",3,0,1,0,"TI","baixo"
"752",0.46,"0.45",2,"138",3,0,1,1,"TI","baixo"
"753",0.37,"0.57",2,"129",3,0,1,0,"produtos","baixo"
"754",0.43,"0.52",2,"150",3,0,1,0,"produtos","baixo"
"755",0.66,"0.93",5,"253",5,0,1,0,"produtos","baixo"
"756",0.37,"0.48",2,"160",3,0,1,0,"produtos","baixo"
"757",0.77,"0.92",5,"235",5,0,1,0,"TI","baixo"
"758",0.38,"0.55",2,"151",3,0,1,0,"comercial","baixo"
"759",0.39,"0.54",2,"127",3,0,1,0,"comercial","baixo"
"760",0.41,"0.55",2,"151",3,0,1,0,"comercial","baixo"
"761",0.1,"0.9",7,"290",4,0,1,0,"comercial","baixo"
"762",0.09,"0.93",6,"249",4,0,1,0,"comercial","baixo"
"763",0.41,"0.47",2,"131",3,0,1,0,"marketing","mediano"
"764",0.39,"0.46",2,"159",3,0,1,0,"comercial","mediano"
"765",0.83,"0.99",4,"223",5,0,1,0,"contabilidade","mediano"
"766",0.09,"0.87",3,"214",2,0,1,0,"suporte","mediano"
"767",NA,"0.81",5,"227",5,0,1,0,"area tecnica","mediano"
"768",0.44,"0.54",2,"127",3,0,1,0,"gerencia","mediano"
"769",0.1,"0.84",6,"293",5,0,1,0,"marketing","mediano"
"770",0.42,"0.46",2," ",3,0,1,0,"marketing","mediano"
"771",0.1,"0.83",6,"300",NA,0,1,0,"marketing","mediano"
"772",0.1,"0.86",6,"309",4,0,1,0,"comercial","mediano"
"773",0.31,"0.77",4,"149",NA,0,1,0,"comercial","mediano"
"774",0.42,"0.54",2,"159",3,0,1,0,"comercial","mediano"
"775",0.38,"0.5",2,"152",3,0,1,0,"comercial","alto"
"776",0.39,"0.57",2,"158",3,0,1,0,"comercial","baixo"
"777",0.1,"0.97",6,"254",5,0,1,0,"comercial","mediano"
"778",0.11,"0.93",6,"294",4,0,1,0,"comercial","mediano"
"779",0.1,"0.92",7,"269",NA,0,1,0,"comercial","mediano"
"780",0.11,"0.9",7,"247",4,0,1,0,"comercial","mediano"
"781",0.44,"0.65",3,"271",4,0,1,0,"comercial","baixo"
"782",0.91,"0.96",4,"232",5,0,1,0,"comercial","baixo"
"783",0.72,"1",4,"245",5,0,1,0,"comercial","baixo"
"784",0.36,"0.46",2,"132",3,0,1,0,"comercial","baixo"
"785",0.44,"0.57",2,"131",3,0,1,0,"comercial","baixo"
"786",0.85,"0.99",5,"248",5,0,1,0,"comercial","baixo"
"787",0.78,"0.93",5,"225",NA,0,1,0,"comercial","baixo"
